sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
302	1	Fa2_2221_m.jpg	80	80	5.002812e+03	60
302	2	Fa2_2221_m.jpg	78	80	2.973082e+03	80
302	3	Fa2_2121_m.jpg	30	30	3.981774e+03	3.125000e+01
302	4	Fa2_2121_m.jpg	28	30	2.666364e+03	3.062500e+01
302	5	Fa2_2122_m.jpg	91	90	5.000482e+03	4.562500e+01
302	6	Fa2_2122_m.jpg	88	90	3.232950e+03	8.937500e+01
302	7	Fa2_2121_m.jpg	31	30	5.015132e+03	80
302	8	Fa2_2121_m.jpg	29	30	5.009406e+03	3.062500e+01
302	9	Fa2_2221_m.jpg	80	80	3.881561e+03	8.062500e+01
302	10	Fa2_2221_m.jpg	82	80	3.377249e+03	80
302	11	Fa2_2122_m.jpg	92	90	4.953604e+03	9.187500e+01
302	12	Fa2_2122_m.jpg	90	90	5.007933e+03	7.750000e+01
302	13	Fa2_2221_m.jpg	80	80	3.148230e+03	8.062500e+01
302	14	Fa2_2221_m.jpg	81	80	1.888520e+03	80
302	15	Fa2_2122_m.jpg	90	90	2.896273e+03	9.125000e+01
302	16	Fa2_2122_m.jpg	90	90	3.123299e+03	90
302	17	Fa2_2121_m.jpg	32	30	5.016161e+03	30
302	18	Fa2_2121_m.jpg	30	30	3.349218e+03	3.062500e+01
302	19	Fa2_2223_m.jpg	40	40	4.350723e+03	4.187500e+01
302	20	Fa2_2223_m.jpg	40	40	3.150284e+03	3.937500e+01
302	21	Fa2_2322_m.jpg	51	50	5.016364e+03	60
302	22	Fa2_2322_m.jpg	52	50	1.487250e+03	50
302	23	Fa2_2323_m.jpg	71	70	2.680491e+03	40
302	24	Fa2_2323_m.jpg	69	70	2.505723e+03	7.062500e+01
302	25	Fa2_2223_m.jpg	40	40	4.449145e+03	40
302	26	Fa2_2223_m.jpg	39	40	2.081314e+03	40
302	27	Fa2_2322_m.jpg	50	50	4.832491e+03	6.937500e+01
302	28	Fa2_2322_m.jpg	50	50	1.732836e+03	4.937500e+01
302	29	Fa2_2223_m.jpg	38	40	2.563245e+03	4.187500e+01
302	30	Fa2_2223_m.jpg	41	40	2.842424e+03	40
302	31	Fa2_2323_m.jpg	68	70	3.047436e+03	7.125000e+01
302	32	Fa2_2323_m.jpg	70	70	1.905495e+03	7.125000e+01
302	33	Fa2_2322_m.jpg	50	50	4.314858e+03	5.062500e+01
302	34	Fa2_2323_m.jpg	70	70	3.732381e+03	6.937500e+01
302	35	Fa2_2322_m.jpg	48	50	5.000182e+03	50
302	36	Fa2_2323_m.jpg	70	70	3.514909e+03	6.875000e+01
