sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
429	1	Fa2_2222_Y.jpg	31	30	2.843550e+03	30
429	2	Fa2_2222_Y.jpg	28	30	7.916508e+02	30
429	3	Fa2_2123_X.jpg	18	20	2.594027e+03	1.945312e+01
429	4	Fa2_2122_Y.jpg	41	40	3.261529e+03	4.093750e+01
429	5	Fa2_2122_Y.jpg	40	40	1.910580e+03	4.015625e+01
429	6	Fa2_2122_X.jpg	30	30	1.691687e+03	30
429	7	Fa2_2122_X.jpg	32	30	6.429021e+02	30
429	8	Fa2_2322_Y.jpg	8	10	3.293921e+03	1.125000e+01
429	9	Fa2_2123_X.jpg	19	20	3.493296e+03	2.101562e+01
429	10	Fa2_2123_X.jpg	22	20	2.258601e+03	1.789062e+01
429	11	Fa2_2123_X.jpg	20	20	2.876126e+03	2.023438e+01
429	12	Fa2_2123_X.jpg	21	20	2.160651e+03	2.023438e+01
429	13	Fa2_2122_X.jpg	29	30	1.441838e+03	30
429	14	Fa2_2122_X.jpg	31	30	8.243350e+02	30
429	15	Fa2_2222_Y.jpg	28	30	2.242167e+03	30
429	16	Fa2_2121_X.jpg	48	50	2.876035e+03	5.031250e+01
429	17	Fa2_2322_Y.jpg	10	10	2.609409e+03	1.085938e+01
429	18	Fa2_2322_Y.jpg	11	10	3.193484e+03	1.007812e+01
429	19	Fa2_2222_Y.jpg	30	30	1.023838e+03	30
429	20	Fa2_2222_Y.jpg	32	30	9.236177e+02	30
429	21	Fa2_2121_X.jpg	50	50	2.942650e+03	5.070312e+01
429	22	Fa2_2122_Y.jpg	40	40	2.325805e+03	4.093750e+01
429	23	Fa2_2122_Y.jpg	42	40	1.741958e+03	4.132812e+01
429	24	Fa2_2122_Y.jpg	38	40	2.692626e+03	4.093750e+01
429	25	Fa2_2322_Y.jpg	12	10	2.041884e+03	1.046875e+01
429	26	Fa2_2121_X.jpg	49	50	3.360280e+03	5.070312e+01
429	27	Fa2_2121_X.jpg	51	50	2.995837e+03	5.031250e+01
429	28	Fa2_2122_X.jpg	29	30	3.543572e+03	30
429	29	Fa2_2122_X.jpg	31	30	1.291447e+03	30
429	30	Fa2_2322_Y.jpg	10	10	2.609267e+03	9.687500e+00
429	31	Fa2_2322_Y.jpg	8	10	5.012402e+03	1.125000e+01
429	32	Fa2_2222_Y.jpg	28	30	9.737844e+02	30
429	33	Fa2_2122_Y.jpg	41	40	3.144101e+03	4.132812e+01
429	34	Fa2_2121_X.jpg	50	50	1.908157e+03	4.953125e+01
429	35	Fa2_2121_X.jpg	48	50	2.275427e+03	4.953125e+01
429	36	Fa2_2123_X.jpg	18	20	2.876435e+03	2.023438e+01
