sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
417	1	Fa3_1311.jpg	80	80	3.745010e+03	7.750000e+01
417	2	Fa3_1311.jpg	78	80	2.004549e+03	7.875000e+01
417	3	Fa3_1221.jpg	40	40	1.838784e+03	4.250000e+01
417	4	Fa3_1221.jpg	41	40	1.308941e+03	4.312500e+01
417	5	Fa3_1231.jpg	69	70	2.591337e+03	7.125000e+01
417	6	Fa3_1231.jpg	68	70	1.205857e+03	6.937500e+01
417	7	Fa3_1221.jpg	38	40	1.891574e+03	4.187500e+01
417	8	Fa3_1221.jpg	39	40	1.158332e+03	4.125000e+01
417	9	Fa3_1231.jpg	70	70	3.341474e+03	7.062500e+01
417	10	Fa3_1121.jpg	90	90	2.573825e+03	9.062500e+01
417	11	Fa3_1121.jpg	90	90	1.888798e+03	8.875000e+01
417	12	Fa3_1231.jpg	70	70	2.674444e+03	6.937500e+01
417	13	Fa3_1331.jpg	51	50	2.455778e+03	4.875000e+01
417	14	Fa3_1121.jpg	89	90	2.142002e+03	90
417	15	Fa3_1231.jpg	72	70	1.455717e+03	7.062500e+01
417	16	Fa3_1231.jpg	70	70	2.075243e+03	7.062500e+01
417	17	Fa3_1311.jpg	80	80	2.759290e+03	7.062500e+01
417	18	Fa3_1331.jpg	50	50	1.756659e+03	4.875000e+01
417	19	Fa3_1331.jpg	48	50	1.443178e+03	4.937500e+01
417	20	Fa3_1331.jpg	49	50	1.106103e+03	4.875000e+01
417	21	Fa3_1111.jpg	29	30	2.726179e+03	3.125000e+01
417	22	Fa3_1111.jpg	31	30	1.973266e+03	3.062500e+01
417	23	Fa3_1331.jpg	50	50	2.140696e+03	4.937500e+01
417	24	Fa3_1331.jpg	52	50	1.842527e+03	5.062500e+01
417	25	Fa3_1311.jpg	82	80	2.106255e+03	3.125000e+01
417	26	Fa3_1311.jpg	79	80	1.656858e+03	8.437500e+01
417	27	Fa3_1111.jpg	28	30	2.105368e+03	3.125000e+01
417	28	Fa3_1221.jpg	40	40	1.838250e+03	4.125000e+01
417	29	Fa3_1121.jpg	92	90	2.691875e+03	8.875000e+01
417	30	Fa3_1121.jpg	90	90	1.655445e+03	9.062500e+01
417	31	Fa3_1121.jpg	91	90	2.940037e+03	8.937500e+01
417	32	Fa3_1311.jpg	80	80	2.772128e+03	8.625000e+01
417	33	Fa3_1111.jpg	30	30	3.342501e+03	30
417	34	Fa3_1221.jpg	40	40	1.705970e+03	4.062500e+01
417	35	Fa3_1111.jpg	30	30	2.157098e+03	30
417	36	Fa3_1111.jpg	32	30	2.573804e+03	3.125000e+01
