sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
301	1	Fa2_2122_Y.jpg	21	20	5.011881e+03	2.609375e+01
301	2	Fa2_2122_Y.jpg	20	20	2.274613e+03	2.062500e+01
301	3	Fa2_2122_Y.jpg	19	20	2.676354e+03	2.062500e+01
301	4	Fa2_2122_Y.jpg	22	20	2.057548e+03	1.984375e+01
301	5	Fa2_2123_X.jpg	40	40	5.010528e+03	3.742188e+01
301	6	Fa2_2123_X.jpg	39	40	1.540314e+03	3.898438e+01
301	7	Fa2_2222_Y.jpg	30	30	2.440437e+03	30
301	8	Fa2_2123_X.jpg	38	40	2.724443e+03	4.015625e+01
301	9	Fa2_2121_X.jpg	8	10	3.491183e+03	9.687500e+00
301	10	Fa2_2121_X.jpg	10	10	3.192371e+03	1.046875e+01
301	11	Fa2_2322_Y.jpg	48	50	2.975629e+03	4.992188e+01
301	12	Fa2_2322_Y.jpg	51	50	3.776623e+03	5.031250e+01
301	13	Fa2_2122_X.jpg	28	30	4.843808e+03	3.078125e+01
301	14	Fa2_2122_X.jpg	29	30	1.372942e+03	30
301	15	Fa2_2222_Y.jpg	30	30	2.858377e+03	30
301	16	Fa2_2222_Y.jpg	31	30	4.076008e+03	30
301	17	Fa2_2222_Y.jpg	30	30	9.387555e+02	30
301	18	Fa2_2222_Y.jpg	28	30	8.392060e+02	30
301	19	Fa2_2322_Y.jpg	49	50	3.809474e+03	5.031250e+01
301	20	Fa2_2122_X.jpg	29	30	5.009021e+03	3.820312e+01
301	21	Fa2_2322_Y.jpg	52	50	4.428661e+03	5.031250e+01
301	22	Fa2_2322_Y.jpg	50	50	2.176329e+03	4.953125e+01
301	23	Fa2_2322_Y.jpg	48	50	2.691500e+03	5.031250e+01
301	24	Fa2_2121_X.jpg	12	10	3.409336e+03	9.687500e+00
301	25	Fa2_2121_X.jpg	9	10	4.493332e+03	1.007812e+01
301	26	Fa2_2122_X.jpg	30	30	1.306790e+03	30
301	27	Fa2_2122_X.jpg	31	30	3.594000e+03	30
301	28	Fa2_2122_Y.jpg	20	20	5.010297e+03	3.429688e+01
301	29	Fa2_2122_Y.jpg	21	20	1.872884e+03	2.062500e+01
301	30	Fa2_2121_X.jpg	10	10	2.559263e+03	1.007812e+01
301	31	Fa2_2121_X.jpg	8	10	3.174574e+03	1.007812e+01
301	32	Fa2_2123_X.jpg	42	40	5.009522e+03	30
301	33	Fa2_2222_Y.jpg	30	30	1.558440e+03	30
301	34	Fa2_2123_X.jpg	41	40	4.061182e+03	4.054688e+01
301	35	Fa2_2123_X.jpg	40	40	2.673993e+03	4.015625e+01
301	36	Fa2_2122_X.jpg	28	30	1.206393e+03	30
