sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
301	1	Fa2_2121_X.jpg	12	10	5.011876e+03	1.007812e+01
301	2	Fa2_2121_X.jpg	9	10	5.011464e+03	1.359375e+01
301	3	Fa2_2122_Y.jpg	18	20	5.011139e+03	30
301	4	Fa2_2122_Y.jpg	19	20	5.011082e+03	2.375000e+01
301	5	Fa2_2222_Y.jpg	30	30	4.910693e+03	4.015625e+01
301	6	Fa2_2222_Y.jpg	28	30	3.443356e+03	3.039062e+01
301	7	Fa2_2122_Y.jpg	21	20	5.011412e+03	2.062500e+01
301	8	Fa2_2122_Y.jpg	22	20	3.911260e+03	1.984375e+01
301	9	Fa2_2121_X.jpg	8	10	5.011446e+03	9.687500e+00
301	10	Fa2_2121_X.jpg	10	10	3.276018e+03	1.007812e+01
301	11	Fa2_2222_Y.jpg	30	30	3.442078e+03	3.039062e+01
301	12	Fa2_2222_Y.jpg	31	30	1.239987e+03	30
301	13	Fa2_2121_X.jpg	11	10	3.926114e+03	9.296875e+00
301	14	Fa2_2121_X.jpg	12	10	2.975916e+03	1.125000e+01
301	15	Fa2_2222_Y.jpg	32	30	1.606589e+03	30
301	16	Fa2_2222_Y.jpg	30	30	2.191213e+03	30
301	17	Fa2_2122_Y.jpg	20	20	5.011246e+03	3.859375e+01
301	18	Fa2_2122_Y.jpg	18	20	2.843281e+03	2.023438e+01
301	19	Fa2_2122_X.jpg	28	30	5.011873e+03	30
301	20	Fa2_2122_X.jpg	30	30	5.011301e+03	2.804688e+01
301	21	Fa2_2123_X.jpg	39	40	3.692335e+03	4.875000e+01
301	22	Fa2_2123_X.jpg	38	40	1.876971e+03	3.937500e+01
301	23	Fa2_2322_Y.jpg	50	50	3.542581e+03	4.914062e+01
301	24	Fa2_2322_Y.jpg	52	50	2.641441e+03	4.953125e+01
301	25	Fa2_2122_X.jpg	31	30	2.341452e+03	30
301	26	Fa2_2122_X.jpg	32	30	8.569543e+02	30
301	27	Fa2_2123_X.jpg	40	40	5.010173e+03	3.664062e+01
301	28	Fa2_2123_X.jpg	42	40	4.627378e+03	3.937500e+01
301	29	Fa2_2122_X.jpg	30	30	3.525946e+03	2.062500e+01
301	30	Fa2_2122_X.jpg	28	30	1.290976e+03	30
301	31	Fa2_2322_Y.jpg	50	50	3.158758e+03	5.031250e+01
301	32	Fa2_2322_Y.jpg	49	50	2.441678e+03	4.992188e+01
301	33	Fa2_2123_X.jpg	40	40	3.458250e+03	30
301	34	Fa2_2322_Y.jpg	51	50	3.342269e+03	4.992188e+01
301	35	Fa2_2123_X.jpg	39	40	3.192203e+03	4.015625e+01
301	36	Fa2_2322_Y.jpg	50	50	3.711265e+03	4.992188e+01
