sub_num	trial_num	stimulus	feedback	real_value	reaction_time	rating
419	1	Fc3_1212_Y.jpg	30	30	9.592486e+02	30
419	2	Fc3_1111_X.jpg	12	10	2.460003e+03	1.046875e+01
419	3	Fc3_1111_X.jpg	8	10	2.614473e+03	1.007812e+01
419	4	Fc3_1112_Y.jpg	20	20	4.278757e+03	1.945312e+01
419	5	Fc3_1112_Y.jpg	20	20	2.931189e+03	2.023438e+01
419	6	Fc3_1113_X.jpg	38	40	2.126337e+03	4.093750e+01
419	7	Fc3_1112_X.jpg	32	30	7.548459e+02	30
419	8	Fc3_1112_Y.jpg	21	20	2.541543e+03	1.984375e+01
419	9	Fc3_1112_Y.jpg	22	20	2.899008e+03	2.140625e+01
419	10	Fc3_1112_X.jpg	31	30	7.912961e+02	30
419	11	Fc3_1112_X.jpg	30	30	6.127253e+02	30
419	12	Fc3_1212_Y.jpg	28	30	1.106901e+03	30
419	13	Fc3_1212_Y.jpg	30	30	8.979569e+02	30
419	14	Fc3_1312_Y.jpg	50	50	2.911248e+03	5.031250e+01
419	15	Fc3_1113_X.jpg	39	40	1.805606e+03	4.015625e+01
419	16	Fc3_1112_X.jpg	32	30	9.584475e+02	30
419	17	Fc3_1112_X.jpg	31	30	7.616959e+02	30
419	18	Fc3_1112_Y.jpg	18	20	2.959748e+03	2.062500e+01
419	19	Fc3_1112_Y.jpg	20	20	2.548964e+03	2.062500e+01
419	20	Fc3_1212_Y.jpg	30	30	7.246257e+02	30
419	21	Fc3_1212_Y.jpg	28	30	5.294504e+02	30
419	22	Fc3_1212_Y.jpg	30	30	4.981498e+02	30
419	23	Fc3_1312_Y.jpg	49	50	2.506639e+03	5.109375e+01
419	24	Fc3_1312_Y.jpg	50	50	2.241522e+03	4.953125e+01
419	25	Fc3_1312_Y.jpg	51	50	2.030106e+03	4.953125e+01
419	26	Fc3_1113_X.jpg	41	40	3.960942e+03	4.015625e+01
419	27	Fc3_1113_X.jpg	40	40	1.530435e+03	3.976562e+01
419	28	Fc3_1111_X.jpg	10	10	2.742381e+03	1.007812e+01
419	29	Fc3_1111_X.jpg	9	10	4.199862e+03	9.687500e+00
419	30	Fc3_1111_X.jpg	11	10	2.735945e+03	1.046875e+01
419	31	Fc3_1111_X.jpg	12	10	2.781145e+03	1.085938e+01
419	32	Fc3_1113_X.jpg	42	40	2.676214e+03	4.093750e+01
419	33	Fc3_1113_X.jpg	38	40	1.560590e+03	4.054688e+01
419	34	Fc3_1312_Y.jpg	48	50	2.357771e+03	4.992188e+01
419	35	Fc3_1312_Y.jpg	50	50	1.730882e+03	5.031250e+01
419	36	Fc3_1112_X.jpg	32	30	9.394109e+02	30
